kegg	aracyc	name	source	gene_count	genes
ath00601		Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG	5	AT1G61050,AT2G38150,AT2G38152,AT3G09020,AT5G01250
ath00603		Glycosphingolipid biosynthesis - globo and isoglobo series	KEGG	11	AT1G05590,AT1G61050,AT1G65590,AT2G38150,AT2G38152,AT3G09020,AT3G55260,AT3G56310,AT5G01250,AT5G08370,AT5G08380
ath00604		Glycosphingolipid biosynthesis - ganglio series	KEGG	5	AT1G05590,AT1G65590,AT1G72990,AT3G52840,AT3G55260
ath00620		Pyruvate metabolism	KEGG	97	ARTHCP031,AT1G01090,AT1G04410,AT1G06130,AT1G08110,AT1G11840,AT1G18500,AT1G22430,AT1G22440,AT1G23800,AT1G24180,AT1G30120,AT1G32440,AT1G32780,AT1G34430,AT1G36160,AT1G36180,AT1G44170,AT1G48030,AT1G53240,AT1G53310,AT1G54100,AT1G54220,AT1G59900,AT1G64710,AT1G67280,AT1G68750,AT1G74040,AT1G77120,AT1G79750,AT2G13560,AT2G19900,AT2G22780,AT2G31350,AT2G34590,AT2G36580,AT2G37790,AT2G38040,AT2G38860,AT2G42600,AT2G43430,AT2G47510,AT3G02720,AT3G04050,AT3G10850,AT3G13930,AT3G14940,AT3G15020,AT3G16910,AT3G16950,AT3G17240,AT3G22960,AT3G25860,AT3G25960,AT3G47520,AT3G48000,AT3G49160,AT3G52200,AT3G52990,AT3G54600,AT3G55650,AT3G55810,AT4G00570,AT4G15530,AT4G16155,AT4G17260,AT4G22110,AT4G26390,AT4G34240,AT4G36250,AT4G37870,AT5G01670,AT5G03370,AT5G03860,AT5G06580,AT5G08570,AT5G09660,AT5G11670,AT5G15530,AT5G16390,AT5G24760,AT5G25880,AT5G35360,AT5G36880,AT5G42250,AT5G43330,AT5G43940,AT5G47720,AT5G48230,AT5G50850,AT5G50950,AT5G52920,AT5G56350,AT5G56720,AT5G58330,AT5G63680,AT5G65690
ath00630		Glyoxylate and dicarboxylate metabolism	KEGG	81	ARTHCP030,AT1G04410,AT1G11860,AT1G12550,AT1G17650,AT1G20620,AT1G20630,AT1G22020,AT1G23310,AT1G32470,AT1G36370,AT1G48030,AT1G48470,AT1G53240,AT1G66200,AT1G67090,AT1G68010,AT1G70580,AT1G79870,AT1G80380,AT2G05710,AT2G13360,AT2G22780,AT2G26080,AT2G35120,AT2G35370,AT2G38400,AT2G41220,AT2G42790,AT2G44350,AT3G08860,AT3G14130,AT3G14150,AT3G14415,AT3G14420,AT3G15020,AT3G16910,AT3G16950,AT3G17240,AT3G17820,AT3G21720,AT3G25530,AT3G47520,AT3G48990,AT3G58740,AT3G58750,AT3G60100,AT4G13890,AT4G13930,AT4G16155,AT4G17360,AT4G18360,AT4G26970,AT4G32520,AT4G33010,AT4G35090,AT4G35830,AT4G37550,AT4G37560,AT4G37930,AT4G39660,AT5G03860,AT5G04140,AT5G09660,AT5G14780,AT5G16570,AT5G26780,AT5G35630,AT5G36700,AT5G36790,AT5G36880,AT5G37600,AT5G38410,AT5G38420,AT5G38430,AT5G43330,AT5G47435,AT5G47720,AT5G47760,AT5G48230,AT5G56720
ath00640		Propanoate metabolism	KEGG	42	ARTHCP031,AT1G06290,AT1G06310,AT1G06550,AT1G21400,AT1G36160,AT1G36180,AT1G48030,AT1G55510,AT2G14170,AT2G20420,AT2G30650,AT2G30660,AT2G35690,AT2G38040,AT3G06690,AT3G06850,AT3G13450,AT3G16950,AT3G17240,AT3G21720,AT3G24360,AT3G51840,AT3G60510,AT4G04320,AT4G13360,AT4G16155,AT4G16210,AT4G16760,AT4G17260,AT4G20930,AT4G31810,AT5G08300,AT5G09300,AT5G15530,AT5G16390,AT5G23250,AT5G34780,AT5G35360,AT5G36880,AT5G65110,AT5G65940
ath00650		Butanoate metabolism	KEGG	20	AT1G17650,AT1G65960,AT1G79440,AT2G02000,AT2G02010,AT2G26800,AT2G31810,AT3G15290,AT3G16910,AT3G17760,AT3G22200,AT3G25530,AT3G48560,AT3G56840,AT4G11820,AT4G16210,AT5G16290,AT5G17330,AT5G47720,AT5G48230
ath00660		C5-Branched dibasic acid metabolism	KEGG	7	AT1G31180,AT1G80560,AT2G31810,AT2G43090,AT3G48560,AT4G13430,AT5G16290
ath00670		One carbon pool by folate	KEGG	42	AT1G02500,AT1G11860,AT1G22020,AT1G31220,AT1G32470,AT1G36370,AT1G48030,AT1G50480,AT1G54100,AT1G74920,AT1G76730,AT2G16370,AT2G21550,AT2G26080,AT2G35040,AT2G35120,AT2G35370,AT2G36880,AT2G44160,AT3G16950,AT3G17240,AT3G17390,AT3G22740,AT3G23810,AT3G25900,AT3G48170,AT3G59970,AT3G63250,AT4G01850,AT4G13890,AT4G13930,AT4G13940,AT4G16155,AT4G17360,AT4G29890,AT4G32520,AT4G33010,AT4G34570,AT4G37930,AT5G13050,AT5G26780,AT5G47435
ath00710		Carbon fixation by Calvin cycle	KEGG	71	ARTHCP030,AT1G04410,AT1G12230,AT1G12900,AT1G13440,AT1G16300,AT1G17290,AT1G23310,AT1G32060,AT1G42970,AT1G43670,AT1G53240,AT1G53310,AT1G56190,AT1G62800,AT1G63290,AT1G67090,AT1G68750,AT1G70580,AT1G71100,AT1G72330,AT1G79530,AT1G79550,AT1G79750,AT2G01140,AT2G01290,AT2G13560,AT2G19900,AT2G21170,AT2G21330,AT2G22780,AT2G30970,AT2G36460,AT2G42600,AT2G45290,AT3G01850,AT3G04120,AT3G04790,AT3G12780,AT3G14940,AT3G15020,AT3G26650,AT3G47520,AT3G52930,AT3G54050,AT3G55440,AT3G55800,AT3G60750,AT4G00570,AT4G15530,AT4G26520,AT4G26530,AT4G37870,AT4G38970,AT5G03690,AT5G09660,AT5G11520,AT5G11670,AT5G13420,AT5G19550,AT5G25880,AT5G38410,AT5G38420,AT5G38430,AT5G43330,AT5G44520,AT5G56720,AT5G58330,AT5G61410,AT5G64380,AT5G65690
ath00730		Thiamine metabolism	KEGG	21	AT1G02880,AT1G22940,AT1G67440,AT2G29630,AT2G37250,AT2G39270,AT2G44750,AT3G01820,AT3G16990,AT3G21500,AT3G24030,AT4G15560,AT5G11380,AT5G32470,AT5G35170,AT5G47840,AT5G50370,AT5G54770,AT5G63400,AT5G65720,AT5G66005
ath00740		Riboflavin metabolism	KEGG	20	AT1G14700,AT1G25230,AT1G79790,AT2G01880,AT2G01890,AT2G20690,AT2G22450,AT2G42070,AT2G44050,AT3G17790,AT3G24030,AT3G47390,AT4G11570,AT4G20960,AT4G21470,AT4G29680,AT5G08340,AT5G23330,AT5G59750,AT5G64300
ath00750		Vitamin B6 metabolism	KEGG	15	AT1G17710,AT1G72810,AT1G73010,AT2G17630,AT2G38230,AT2G46580,AT3G16050,AT4G29530,AT4G29840,AT4G35630,AT5G01410,AT5G37850,AT5G49970,AT5G53580,AT5G60540
ath00760		Nicotinate and nicotinamide metabolism	KEGG	26	AT1G05620,AT1G21640,AT1G55090,AT1G72880,AT1G78590,AT2G01350,AT2G04450,AT2G22570,AT2G23420,AT2G36310,AT3G21070,AT3G62040,AT4G12720,AT4G14930,AT4G25434,AT4G29680,AT4G36940,AT5G09230,AT5G14760,AT5G20070,AT5G23220,AT5G23230,AT5G47650,AT5G50210,AT5G55760,AT5G55810
ath00770		Pantothenate and CoA biosynthesis	KEGG	34	AT1G10060,AT1G10070,AT1G12350,AT1G23800,AT1G44170,AT1G48605,AT1G50090,AT1G50110,AT1G60440,AT1G65840,AT2G18250,AT2G27490,AT2G31810,AT2G43020,AT2G46110,AT3G11470,AT3G17810,AT3G18030,AT3G23940,AT3G48000,AT3G48560,AT3G49680,AT3G58610,AT3G59050,AT3G61530,AT4G29680,AT4G34240,AT4G36250,AT5G02080,AT5G12200,AT5G16290,AT5G48840,AT5G64370,AT5G65780
ath00780		Biotin metabolism	KEGG	16	AT1G24360,AT1G37150,AT1G74960,AT2G04540,AT2G05990,AT2G22230,AT2G25710,AT2G43360,AT3G03980,AT3G04000,AT4G13180,AT5G04620,AT5G10160,AT5G18210,AT5G46290,AT5G57590
ath00785		Lipoic acid metabolism	KEGG	36	AT1G01090,AT1G04640,AT1G11860,AT1G21400,AT1G24180,AT1G30120,AT1G32470,AT1G34430,AT1G47578,AT1G48030,AT1G54220,AT1G55510,AT1G59900,AT2G20860,AT2G26080,AT2G34590,AT2G35120,AT2G35370,AT3G06850,AT3G13450,AT3G13930,AT3G16950,AT3G17240,AT3G25860,AT3G52200,AT3G55410,AT4G16155,AT4G26910,AT4G31050,AT4G33010,AT5G08415,AT5G09300,AT5G34780,AT5G50850,AT5G55070,AT5G65750
ath00790		Folate biosynthesis	KEGG	32	AT1G01290,AT1G16540,AT1G29810,AT1G69190,AT1G78660,AT1G78670,AT1G78680,AT2G16370,AT2G21550,AT2G22450,AT2G28880,AT2G31955,AT2G43760,AT3G07270,AT3G10160,AT3G11750,AT3G21730,AT3G55630,AT3G59710,AT4G30000,AT4G34570,AT5G05980,AT5G20990,AT5G41480,AT5G42370,AT5G51030,AT5G51110,AT5G57850,AT5G59750,AT5G61830,AT5G62980,AT5G64300
ath00860		Porphyrin metabolism	KEGG	57	AT1G03475,AT1G03630,AT1G04620,AT1G08520,AT1G09940,AT1G19670,AT1G44000,AT1G44318,AT1G44446,AT1G50170,AT1G58290,AT1G58300,AT1G69720,AT1G69740,AT1G74470,AT2G26540,AT2G26670,AT2G30390,AT2G31250,AT2G40300,AT2G40490,AT2G44520,AT3G09150,AT3G11050,AT3G14930,AT3G44880,AT3G48730,AT3G51820,AT3G56090,AT3G56940,AT4G01690,AT4G03205,AT4G03240,AT4G11910,AT4G11911,AT4G13250,AT4G16690,AT4G18480,AT4G22920,AT4G25080,AT4G27440,AT4G37000,AT5G01600,AT5G04900,AT5G08280,AT5G13630,AT5G14220,AT5G18660,AT5G26030,AT5G26710,AT5G40850,AT5G43860,AT5G45930,AT5G54190,AT5G56090,AT5G63570,AT5G64050
ath00900		Terpenoid backbone biosynthesis	KEGG	61	AT1G11755,AT1G17050,AT1G26120,AT1G26640,AT1G31910,AT1G49530,AT1G63970,AT1G74470,AT1G76490,AT1G78510,AT2G02500,AT2G17370,AT2G17570,AT2G18620,AT2G18640,AT2G23400,AT2G23410,AT2G23800,AT2G26930,AT2G34630,AT2G36305,AT2G38700,AT3G02410,AT3G02780,AT3G14510,AT3G14530,AT3G14550,AT3G20160,AT3G21500,AT3G29430,AT3G32040,AT3G54250,AT3G59380,AT4G01320,AT4G11820,AT4G15560,AT4G17190,AT4G33360,AT4G34350,AT4G36810,AT4G38460,AT5G08335,AT5G11380,AT5G15860,AT5G16440,AT5G23320,AT5G27450,AT5G40280,AT5G47720,AT5G47770,AT5G48230,AT5G58560,AT5G58770,AT5G58780,AT5G58782,AT5G58784,AT5G60500,AT5G60510,AT5G60600,AT5G62790,AT5G63910
ath00901		Indole alkaloid biosynthesis	KEGG	5	AT1G71695,AT1G74000,AT1G74010,AT1G74020,AT2G20340
ath00902		Monoterpenoid biosynthesis	KEGG	7	AT1G61680,AT2G24190,AT2G24210,AT3G25810,AT3G25820,AT3G25830,AT3G61220
ath00904		Diterpenoid biosynthesis	KEGG	25	AT1G02400,AT1G05160,AT1G15550,AT1G30040,AT1G44090,AT1G47990,AT1G50960,AT1G60980,AT1G61120,AT1G78440,AT1G79460,AT1G80330,AT1G80340,AT2G32440,AT2G34555,AT3G25180,AT3G47190,AT4G02780,AT4G21200,AT4G21690,AT4G25420,AT5G07200,AT5G25900,AT5G51810,AT5G58660
ath00905		Brassinosteroid biosynthesis	KEGG	9	AT2G26710,AT2G38050,AT3G13730,AT3G30180,AT3G50660,AT4G36380,AT5G05690,AT5G14400,AT5G38970
ath00906		Carotenoid biosynthesis	KEGG	32	AT1G03055,AT1G06820,AT1G08550,AT1G10830,AT1G30100,AT1G31800,AT1G52340,AT1G52400,AT1G78390,AT2G26170,AT2G27150,AT2G29090,AT2G44990,AT3G04870,AT3G10230,AT3G14440,AT3G19270,AT3G21420,AT3G24220,AT3G53130,AT4G14210,AT4G18350,AT4G19170,AT4G19230,AT4G25700,AT4G32810,AT4G36470,AT5G17230,AT5G45340,AT5G52570,AT5G57030,AT5G67030
ath00908		Zeatin biosynthesis	KEGG	32	AT1G22340,AT1G22360,AT1G22370,AT1G22380,AT1G22400,AT1G25410,AT1G67110,AT1G68460,AT1G75450,AT1G78270,AT2G19500,AT2G27760,AT2G36750,AT2G36760,AT2G36770,AT2G36780,AT2G36800,AT2G41510,AT3G19160,AT3G23630,AT3G53160,AT3G63110,AT3G63440,AT4G24650,AT4G29740,AT5G05860,AT5G05870,AT5G19040,AT5G20040,AT5G21482,AT5G38450,AT5G56970
ath00909		Sesquiterpenoid and triterpenoid biosynthesis	KEGG	23	AT1G58440,AT1G78500,AT1G78950,AT1G78955,AT1G78960,AT1G78970,AT2G22830,AT4G13280,AT4G13300,AT4G15340,AT4G15370,AT4G33360,AT4G34640,AT4G34650,AT4G37760,AT5G23960,AT5G24140,AT5G24150,AT5G24160,AT5G36150,AT5G42600,AT5G44630,AT5G48010
ath00910		Nitrogen metabolism	KEGG	43	AT1G08065,AT1G08080,AT1G08090,AT1G08100,AT1G12940,AT1G23730,AT1G37130,AT1G48470,AT1G51720,AT1G58180,AT1G66200,AT1G70410,AT1G77760,AT2G15620,AT2G28210,AT2G41220,AT3G01500,AT3G03910,AT3G17820,AT3G23490,AT3G44300,AT3G44310,AT3G44320,AT3G45060,AT3G52720,AT4G20990,AT4G21000,AT4G33580,AT4G37550,AT4G37560,AT5G04140,AT5G04180,AT5G07440,AT5G14570,AT5G14740,AT5G16570,AT5G18170,AT5G35630,AT5G37600,AT5G53460,AT5G56330,AT5G60770,AT5G60780
ath00920		Sulfur metabolism	KEGG	40	AT1G16460,AT1G19920,AT1G53580,AT1G55880,AT1G55920,AT1G62180,AT1G79230,AT2G14750,AT2G17640,AT2G43750,AT3G01910,AT3G03900,AT3G04940,AT3G13110,AT3G22460,AT3G22890,AT3G23800,AT3G59760,AT3G61440,AT4G04610,AT4G05090,AT4G14030,AT4G14040,AT4G14680,AT4G14880,AT4G16566,AT4G21990,AT4G35640,AT4G39940,AT5G04590,AT5G09290,AT5G28020,AT5G28030,AT5G43780,AT5G54390,AT5G56760,AT5G63980,AT5G63990,AT5G64000,AT5G67520
ath00940		Phenylpropanoid biosynthesis	KEGG	130	AT1G05240,AT1G05250,AT1G05260,AT1G14540,AT1G14550,AT1G15950,AT1G24110,AT1G24735,AT1G30760,AT1G30870,AT1G34510,AT1G44970,AT1G48130,AT1G49570,AT1G51680,AT1G52760,AT1G62940,AT1G65060,AT1G67980,AT1G67990,AT1G68850,AT1G72680,AT1G74540,AT1G74550,AT1G77100,AT1G77420,AT1G80820,AT2G18140,AT2G18150,AT2G18980,AT2G19070,AT2G21730,AT2G21890,AT2G22420,AT2G22990,AT2G24800,AT2G30490,AT2G34060,AT2G34790,AT2G35380,AT2G37040,AT2G37130,AT2G38380,AT2G38390,AT2G39040,AT2G39420,AT2G40890,AT2G41480,AT2G43480,AT2G47630,AT3G01190,AT3G03670,AT3G10340,AT3G17070,AT3G19450,AT3G21230,AT3G21240,AT3G21560,AT3G21770,AT3G24503,AT3G28200,AT3G32980,AT3G49110,AT3G49120,AT3G49960,AT3G50740,AT3G50990,AT3G53260,AT3G55180,AT3G62860,AT4G05160,AT4G08770,AT4G08780,AT4G11290,AT4G15480,AT4G15490,AT4G15500,AT4G16270,AT4G17690,AT4G19010,AT4G21960,AT4G25980,AT4G26010,AT4G26220,AT4G30170,AT4G31760,AT4G33420,AT4G33870,AT4G34050,AT4G34230,AT4G36220,AT4G36430,AT4G37520,AT4G37530,AT4G37970,AT4G37980,AT4G37990,AT4G39330,AT5G04230,AT5G04330,AT5G05340,AT5G06720,AT5G06730,AT5G09640,AT5G14130,AT5G15180,AT5G16120,AT5G17820,AT5G19880,AT5G19890,AT5G22410,AT5G24070,AT5G26310,AT5G39580,AT5G40150,AT5G42180,AT5G47000,AT5G48930,AT5G51890,AT5G54160,AT5G57840,AT5G58390,AT5G58400,AT5G63380,AT5G64100,AT5G64110,AT5G64120,AT5G66390,AT5G66690,AT5G67400
ath00941		Flavonoid biosynthesis	KEGG	25	AT1G24735,AT1G61720,AT1G67980,AT2G19070,AT2G30490,AT2G40890,AT3G51240,AT3G55120,AT4G22870,AT4G22880,AT4G26220,AT4G34050,AT5G05270,AT5G07990,AT5G08640,AT5G13930,AT5G42800,AT5G43935,AT5G48930,AT5G57840,AT5G63580,AT5G63590,AT5G63595,AT5G63600,AT5G66220
ath00942		Anthocyanin biosynthesis	KEGG	2	AT4G14090,AT5G54060
ath00944		Flavone and flavonol biosynthesis	KEGG	4	AT1G30530,AT2G36790,AT5G07990,AT5G17050
ath00945		Stilbenoid, diarylheptanoid and gingerol biosynthesis	KEGG	9	AT1G24735,AT1G67980,AT2G19070,AT2G30490,AT2G40890,AT4G26220,AT4G34050,AT5G48930,AT5G57840
ath00950		Isoquinoline alkaloid biosynthesis	KEGG	22	AT1G31670,AT1G31690,AT1G31710,AT1G62800,AT1G62810,AT2G20340,AT2G22250,AT2G24850,AT2G30970,AT2G42490,AT3G43670,AT4G12290,AT4G14940,AT4G23590,AT4G28410,AT4G28420,AT4G28680,AT4G31990,AT5G11520,AT5G19550,AT5G36160,AT5G53970
ath00960		Tropane, piperidine and pyridine alkaloid biosynthesis	KEGG	39	AT1G07440,AT1G07450,AT1G31670,AT1G31690,AT1G31710,AT1G62800,AT1G62810,AT1G71920,AT2G22250,AT2G24850,AT2G29150,AT2G29260,AT2G29290,AT2G29300,AT2G29310,AT2G29320,AT2G29330,AT2G29340,AT2G29350,AT2G29360,AT2G29370,AT2G30670,AT2G30970,AT2G42490,AT3G43670,AT3G53140,AT4G12290,AT4G14940,AT4G23590,AT4G28410,AT4G28420,AT4G31990,AT5G04370,AT5G06060,AT5G10330,AT5G11520,AT5G19550,AT5G36160,AT5G53970
ath00965		Betalain biosynthesis	KEGG	2	AT2G20340,AT4G15093
ath00966		Glucosinolate biosynthesis	KEGG	26	AT1G10060,AT1G10070,AT1G16400,AT1G16410,AT1G18590,AT1G24100,AT1G50090,AT1G50110,AT1G74090,AT1G74100,AT2G20610,AT2G22330,AT2G43100,AT3G19710,AT3G49680,AT3G58990,AT4G13430,AT4G13770,AT4G31500,AT4G39950,AT5G05260,AT5G14200,AT5G23010,AT5G23020,AT5G35917,AT5G65780
